Name,Set,Imagefile,Color,Rarity,Cost,Class,Type,Range,Attack,Support,Skill1,Skill2,Skill3,Skill4
"Randal, Wicked Knight",B13,B13-100N_SAMPLE.png,Colorless,N,1,Cavalier,Male/Sword/Beast,1,40,10,"I see right through your plan. |AUTO| When your turn ends, you may reveal the topmost card of your opponent's deck. Once you do, you may send that card to the Retreat Area.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Lucina, Hope Ruling Queen",B14,B14-001SR_SAMPLE.png,Blue,SR,5(X),Exaltess,Female/Sword,1,70,20,"I swear, I will vanquish the darkness of despair... |SPEC| This card's Class Change Cost is calculated as the total number of Orbs your opponent has x 1. (If your opponent has no orbs, it becomes 0.)","[AS] ""I will bring light to this land..."" |AUTO| When this unit changes class, until the end of the turn, for each card stacked beneath this card, other allies gain +10 attack.","And I will bring hope to the people. |AUTO|  [Flip 1 Bond face-down] Each time a Class Changed ally's attack destroys an enemy, you may pay the cost and if you do: Draw 1 card.",-
"Lucina, Hope Ruling Queen+",B14,B14-001SRplus_SAMPLE.png,Blue,SR+,5(X),Exaltess,Female/Sword,1,70,20,"I swear, I will vanquish the darkness of despair... |SPEC| This card's Class Change Cost is calculated as the total number of Orbs your opponent has x 1. (If your opponent has no orbs, it becomes 0.)","[AS] ""I will bring light to this land..."" |AUTO| When this unit changes class, until the end of the turn, for each card stacked beneath this card, other allies gain +10 attack.","And I will bring hope to the people. |AUTO|  [Flip 1 Bond face-down] Each time a Class Changed ally's attack destroys an enemy, you may pay the cost and if you do: Draw 1 card.",-
"Lucina, Parallel Paladin",B14,B14-002N_SAMPLE.png,Blue,N,3(2),Paladin,Female/Sword/Beast,1,60,10,"Battle-Persistent Princess |AUTO| [Once Per Turn] [Send 1 card from your hand to the Retreat Area] When an other ally Class Changes, you may pay the cost and if you do: Choose 1 ""Lucina"" from your Retreat Area, and add it to your hand.",[CCS] Memories of Carnage |CONT| This unit gains +10 attack. (|CCS| may only be used if this unit has Class Changed.),-,-
"Lucina, Despair-Defying Princess",B14,B14-003HN_SAMPLE.png,Blue,HN,1,Lord,Female/Sword,1,40,20,"Children of Hope |AUTO| [Once Per Turn] When an other ally Class Changes, until the end of your opponent's next turn, this unit gains +20 attack.",-,-,"|ATK SUPP| Hero Emblem: Until the end of this combat, the number of your Orbs your <Blue> attacking unit's attack will destroy becomes 2."
"Chrom, Sealed Paladin",B14,B14-004R_SAMPLE.png,Blue,R,4(3),Paladin,Male/Sword,1,70,10,"[AS] Bannner of the Brand |AUTO| When this unit Class Changes, choose 1 ally. Until the end of your opponent’s next turn, for each card stacked beneath this card, that ally gains +20 attack.","Leader of Ylisse |ACT| [Once Per Turn]  [Flip 2 <Blue> Bond cards face-down] Choose 1 ""Chrom"" from your Retreat Area, and add it to your hand.",-,-
"Chrom, Sealed Paladin+X",B14,B14-004RplusX_SAMPLE.png,Blue,R+X,4(3),Paladin,Male/Sword,1,70,10,"[AS] Bannner of the Brand |AUTO| When this unit Class Changes, choose 1 ally. Until the end of your opponent’s next turn, that ally gains +20 attack for each card stacked beneath this card.","Leader of Ylisse |ACT| [Once Per Turn]  [Flip 2 <Blue> Bond cards face-down] Choose 1 ""Chrom"" from your Retreat Area, and add it to your hand.",-,-
"Chrom, A Fateful Meeting",B14,B14-005N_SAMPLE.png,Blue,N,1,Lord,Male/Sword,1,40,20,"Give me your hand. |ACT|  [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-""Chrom"" card with a Deployment Cost of 1 from your Retreat Area, and add it to your hand.",-,-,"|ATK SUPP| Hero Emblem: Until the end of this combat, the number of your Orbs your <Blue> attacking unit's attack will destroy becomes 2."
"Robin (Male), Tactician of Exalted Strategies",B14,B14-006SR_SAMPLE.png,Blue,SR,4(3),Grandmaster,Male/Tome,1-2,60,20,"Grandmaster's Thoron |ACT| [Once Per Turn]  [Flip 1 <Blue> Bond card face-down] Until the end of the turn, this unit gains +40 attack.","All according to plan! |AUTO| [Once Per Turn] When an enemy evades or executes a critical hit, you draw 1 card.",-,-
"Robin (Male), The Shepherds' Tactician ",B14,B14-007N_SAMPLE.png,Blue,N,1,Tactician,Male/Tome,1-2,30,20,"Recollected Knowledge |AUTO| [Flip 1 Bond face-down, Send 1 card from your hand to the Retreat Area] When this unit’s attack destroys an enemy, if you pay the cost, choose 1 ""Robin (M)"" from your Retreat Area, and add it to your hand.",-,-,"|ATK SUPP| Tactical Emblem: If your attacking unit is <Blue>, choose 1 enemy other than your opponent’s defending unit, and you may move them."
"Robin (Female), Visitor from the Future",B14,B14-008SR_SAMPLE.png,Blue,SR,4(3),Grandmaster,Female/Tome,1-2,60,20,"Spacetime-Transcending Fell Heart |SPEC| [ Flip 2 <Blue> Bond cards face-down] At the start of your Bond Phase, you may pay the cost and if you do: Deploy this card into your Front Line from your Retreat Area.","Die, and let hope die with you! |CONT| If any enemy is destroyed by this unit's attack is to be sent to the Retreat Area, it is instead sent to the Boundless Area.","Lost Power |CONT| If this unit is to be sent to the Retreat Area upon being destroyed, send her to the Boundless Area instead.",-
"Robin (Female), Visitor from the Future+",B14,B14-008SRplus_SAMPLE.png,Blue,SR+,4(3),Grandmaster,Female/Tome,1-2,60,20,"Spacetime-Transcending Fell Heart |SPEC| [ Flip 2 <Blue> Bond cards face-down] At the start of your Bond Phase, you may pay the cost and if you do: Deploy this card into your Front Line from your Retreat Area.","Die, and let hope die with you! |CONT| If any enemy is destroyed by this unit's attack is to be sent to the Retreat Area, it is instead sent to the Boundless Area.","Lost Power |CONT| If this unit is to be sent to the Retreat Area upon being destroyed, send her to the Boundless Area instead.",-
"Robin (Female), The Sheperds' Tactician",B14,B14-009N_SAMPLE.png,Blue,N,1,Tactician,Female/Tome,1-2,30,20,"The Verge of History |ACT| [Once Per Turn]  [Send 1 ""Robin (Female)"" from your hand to the Retreat Area] Choose 1 enemy, and move them.",-,-,"|ATK SUPP| Tactical Emblem: If your attacking unit is <Blue>, choose 1 enemy other than your opponent’s defending unit, and you may move them."
"Cordelia, Beautiful Flier Paragon",B14,B14-010R_SAMPLE.png,Blue,R,3(2),Falcon Knight,Female/Lance/Flier/Beast,1,50,30,"|CCS| Skillful Lancework |CONT| During your turn, this unit gains +20 attack. (|CCS| may only be used if this unit has Class Changed.)","Eternally Abreast Wings |AUTO| [Flip 1 Bond face-down] At the end of your turn, you may pay the cost and if you do: Choose 1 non-""Cordelia"" card who is both <Blue> and a <Flier> from your Retreat Area, and add it to your hand.",-,-
"Cordelia, Beautiful Flier Paragon+",B14,B14-010Rplus_SAMPLE.png,Blue,R+,3(2),Falcon Knight,Female/Lance/Flier/Beast,1,50,30,"|CCS| Skillful Lancework |CONT| During your turn, this unit gains +20 attack. (|CCS| may only be used if this unit has Class Changed.)","Eternally Abreast Wings |AUTO| [Flip 1 Bond face-down] At the end of your turn, you may pay the cost and if you do: Choose 1 non-""Cordelia"" card who is both <Blue> and a <Flier> from your Retreat Area, and add it to your hand.",-,-
"Cordelia, Dilligently Improving Paragon",B14,B14-011N_SAMPLE.png,Blue,N,1,Pegasus Knight,Female/Lance/Flier/Beast,1,30,30,"Winged Deliverer |ACT| [Tap this unit] Choose 1 other ally, and move them.",-,-,"|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally."
"Olivia, Soothing Dancer",B14,B14-012HN_SAMPLE.png,Blue,HN,2,Dancer,Female/Sword,1,20,10,"Here. Have some water. |CONT|During your turn, your Main Character gains +10 attack.","Mother-Son Dance Practice |ACT| [Tap this unit, Flip 1 Bond face-down] Untap your allied ""Inigo"".",-,-
"Morgan (Female), Amnesiac Girl",B14,B14-013N_SAMPLE.png,Blue,N,2,Tactician,Female/Tome,1-2,40,20,"I'll lure them this way, and... |AUTO| [Once Per Turn] When an other ally Class Changes, you may choose 1 enemy in the Back Line and move them.","Tactician's Elfire |ACT| [Once Per Turn] [ Flip 1 <Blue> Bond card face-down] Until the end of the turn, this unit gains +20 attack.",-,-
"Morgan (Male), Disowned by Time",B14,B14-014R_SAMPLE.png,Blue,R,3(2),Grandmaster,Male/Sword,1,60,20,[CCS] Wielder of Sword and Flame |CONT|  This unit gains <Tome> and range 1-2 ( [CCS] may only be used if this unit has Class Changed.),"Mother-Learned Tactics |AUTO| [Once Per Turn] When you draw a card, until the end of the turn, this unit gains +10 attack.","Time to even the odds! |ACT| [Once Per Turn] [Flip 1 Bond face-down] If you and your opponent have the same number of Orbs, draw 1 card.",-
"Morgan (Male), Little Tactician Boy",B14,B14-015N_SAMPLE.png,Blue,N,1,Tactician,Male/Tome,1-2,30,20,"Comeback Tactics |CONT| If you have fewer orbs than your opponent, this unit gains +10 attack.",-,-,"|ATK SUPP| Tactical Emblem: If your attacking unit is <Blue>, choose 1 enemy other than your opponent’s defending unit, and you may move them."
"Owain, That is the Name of this Forger of Legends",B14,B14-016R_SAMPLE.png,Blue,R,4(3),Swordmaster,Male/Sword,1,70,10,"[AS] ""I thus engrave my name into your very soul!"" |AUTO|  When this unit Class Changes, until the end of the turn, the number of Orbs destroyed by this unit increases by 1 for each card stacked beneath this card.","Endless Legend |AUTO| [Flip 1 Bond face-down] Each time this unit's attack destroys a non-Main Character enemy, you may pay the cost and if you do: Untap this unit.",-,-
"Owain, That is the Name of this Forger of Legends+",B14,B14-016Rplus_SAMPLE.png,Blue,R+,4(3),Swordmaster,Male/Sword,1,70,10,"[AS] ""I thus engrave my name into your very soul!"" |AUTO|  When this unit Class Changes, until the end of the turn, the number of Orbs destroyed by this unit increases by 1 for each card stacked beneath this card.","Endless Legend |AUTO| [Flip 1 Bond face-down] Each time this unit's attack destroys a non-Main Character enemy, you may pay the cost and if you do: Untap this unit.",-,-
"Owain, Scion of the Demon Sword",B14,B14-017N_SAMPLE.png,Blue,N,1,Myrmidon,Male/Sword,1,40,10,"Fated Blade |ACT| [Once Per Turn] [Flip 2 Bonds face-down] Until the end of the turn, this unit gains +10 attack, and the number of Orbs that this unit's attack will destroy becomes 2.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Kjelle, The Most Attached to Her Armor",B14,B14-018HN_SAMPLE.png,Blue,HN,4(3),General,Female/Lance/Armored,1,60,10,"Overwhelming Love of Armor |ACT| [Once Per Turn] [Flip 1 <Armored> Bond] Until the end of your opponent’s next turn, this unit gains +20 attack.","Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.",-,-
"Kjelle, Duelling Armored Girl",B14,B14-019N_SAMPLE.png,Blue,N,1,Knight,Female/Lance/Armored,1,30,10,"Contest of the Strong |CONT|  If this unit is attacking an enemy with a Deployment Cost of 3 or higher, this unit gains +30 attack.","Armor Expertise |CONT| If this unit is being attacked by a non-<Tome>, this unit gains +20 attack.",-,"|DEF SUPP| Defense Emblem:  Until the end of this combat, your defending unit gains +20 attack."
"Laurent, Endless Thirst for Knowledge",B14,B14-020HN_SAMPLE.png,Blue,HN,3(2),Sage,Male/Tome,1-2,50,20,Pursuit of Truth |ACT| [Once Per Turn] [ Send 1 <Blue> card from your hand to your Retreat Area] Draw 1 card.,"Beautiful Flame |ACT| [Once Per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +20 attack.",-,-
"Laurent, In the Land of Whirling Sandstorms",B14,B14-021N_SAMPLE.png,Blue,N,1,Mage,Male/Tome,1-2,30,20,"Tricorne of Intellect |AUTO| When this unit's attack destroys an enemy, draw 1 card. Choose 1 card from your hand and send it to your Retreat Area.",-,-,"|ATK SUPP| Magic Emblem: Draw 1 card. Choose 1 card in your hand, and send it to the Retreat Area."
"Cynthia, Winged Justice",B14,B14-022SR_SAMPLE.png,Blue,SR,4(3),Falcon Knight,Female/Lance/Flier/Beast,1,60,30,"[AS] ""I'll take you all on!"" |AUTO| When this unit changes class, choose 1 enemy in the Back Line for each card stacked beneath this card, and move them.","Don't take me lightly! |AUTO| [Once Per Turn]  [Flip 2 Bonds face-down] When this unit's attack fails to destroy an enemy, you may pay the cost and if you do: Untap this unit, choose 1 ""Cynthia"" from your Retreat Area, and add it to your hand.",-,-
"Cynthia, Pegasus Knight in the Making!",B14,B14-023N_SAMPLE.png,Blue,N,3(2),Falcon Knight,Female/Lance/Flier/Beast,1,50,30,"[AS] ""The pegasus hero makes her dashing entrance!"" |AUTO| When this unit Class Changes, choose up to 1 ally for each card stacked beneath this card, and move them.","Javelin |ACT|  [Flip 1 Bond face-down] Until the end of the turn, this unit acquires range 1-2.",-,-
"Cynthia, Aspiring Hero",B14,B14-024N_SAMPLE.png,Blue,N,1,Pegasus Knight,Female/Lance/Flier/Beast,1,30,30,"Supporting Javelin |ACT| [Flip 1 Bond face-down] If this unit is in the Front Line, until the end of the turn, this unit acquires range 1-2.",-,-,"|ATK SUPP| Flying Emblem: Choose 1 ally, other than your attacking unit. You may move that ally."
"Brady, Fierce-Faced War Monk",B14,B14-025HN_SAMPLE.png,Blue,HN,4(3),War Cleric,Male/Axe,1,70,10,"The Power to Treat People |ACT| [Once Per Turn]  [Flip 2 Bonds face-down] Choose 1 non-""Brady"" Blue card from your Retreat Area, and add it to your hand.","Strength Training |AUTO| [Once Per Turn]  When you add a card to your hand from the Retreat Area, until the end of the turn, this unit gains +20 attack.",-,-
"Brady, Hammered-In Manners",B14,B14-026N_SAMPLE.png,Blue,N,1,Priest,Male/Staff,-,20,20,"Heal |ACT| [Tap this unit, Flip 2 Bonds face-down] Choose 1 non-""Brady"" card from your Retreat Area, and add it to your hand.","Aloof Aid |AUTO| [Once Per Turn]  When an other ally Class Changes, until the end of the turn, that ally gains +10 attack.",-,"|DEF SUPP| Miracle Emblem: Until the end of this combat, your opponent’s attacking unit cannot perform a Critical Hit."
"Yarne, The Last Taguel",B14,B14-027HN_SAMPLE.png,Blue,HN,3,Taguel,Male/Fang/Beast,1,70,10,"I want to fight, too! |ACT| [Once Per Turn] Move this unit. This skill cannot be used unless this unit is in the Back Line.","I'm too young to go extinct! |AUTO| When this unit’s attack ends, move this unit.",-,-
"Yarne, His Warren's Hope",B14,B14-028N_SAMPLE.png,Blue,N,1,Taguel,Male/Fang/Beast,1,40,10,"I... I'm still alive! |AUTO| [Once Per Turn] [Flip 1 Bond face-down] When this unit is attacked, and if this unit is untapped, you may pay the cost and if you do: Until the end of this combat, this unit canot be destroyed.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Severa, Girl of the Paragon's Blood",B14,B14-029R_SAMPLE.png,Blue,R,3(2),Falcon Knight,Female/Lance/Flier/Beast,1,50,30,"Yearning After the Flier |CONT| During your turn, if this unit is in the same area as 1 or more other <Flier> allies, this unit gains +20 attack.","Eternally Abreast Wings |AUTO| [Flip 1 Bond face-down] At the end of your turn, you may pay the cost and if you do: Choose 1 non-""Severa"" card who is both <Blue> and a <Flier> from your Retreat Area, and add it to your hand.",-,-
"Severa, Girl of the Paragon's Blood+",B14,B14-029Rplus_SAMPLE.png,Blue,R+,3(2),Falcon Knight,Female/Lance/Flier/Beast,1,50,30,"Yearning After the Flier |CONT| During your turn, if this unit is in the same area as 1 or more other <Flier> allies, this unit gains +20 attack.","Eternally Abreast Wings |AUTO| [Flip 1 Bond face-down] At the end of your turn, you may pay the cost and if you do: Choose 1 non-""Severa"" card who is both <Blue> and a <Flier> from your Retreat Area, and add it to your hand.",-,-
"Severa, You're An Idiot!",B14,B14-030N_SAMPLE.png,Blue,N,3(2),Hero,Female/Sword,1,60,10,"Watch my back! |ACT| [Once Per Turn]  [Flip 1 Bond face-down] Choose 1 other ally. Until the end of the turn, that unit gains +10 attack.","Negative Love |CONT|  If you have an allied ""Cordelia"", this unit gains +20 attack.",-,-
"Severa, Imprudent Swordswoman",B14,B14-031HN_SAMPLE.png,Blue,HN,1,Mercenary,Female/Sword,1,40,10,"Unsubtle Inferiority Complex |CONT| If you have 1 or more allies with a Deployment Cost of 3 or higher, this unit gains +10 attack.",-,-,"|ATK SUPP| Attack Emblem: Until the end of this combat, your attacking unit gains +20 attack."
"Nah, Little Perseverant",B14,B14-032R_SAMPLE.png,Blue,R,3,Manakete,Female/Dragonstone/Dragon,1-2,40,20,"I'll transform into a dragon! |ACT| [Once Per Turn] [Flip 1 Bond face-down] Until the end of the turn, this unit gains +20 attack.","Maturing Young Dragon |ACT| [Once Per Turn] [Flip 1 Bond face-down] Choose 1 of your Bond cards, and add it to your hand. Then, reveal the topmost card of your deck, and play it face-down in your Bond Area.","Longevous Dragon Tribe |CONT| If you have 6 or more Bond cards, this unit gains +30 attack.",-
